"id","name","price","stock","description","category","mainImageName","variantImages"
5617,"032 TUNITALY","3999",10,"Nebim Kod: 25K129032","Diğer","",""
5618,"034 TUNITALY","5399",20,"Nebim Kod: 25K129034","Diğer","",""
5619,"035 TUNITALY","3399",30,"Nebim Kod: 25K129035","Diğer","",""
5620,"039 TUNITALY","4699",20,"Nebim Kod: 25K129039","Diğer","",""
5621,"040 TUNITALY","5699",20,"Nebim Kod: 25K129040","Diğer","",""
5622,"042 TUNITALY","6199",10,"Nebim Kod: 25K129042","Diğer","",""
5623,"043 TUNITALY","5699",20,"Nebim Kod: 25K129043","Diğer","",""
5624,"044 TUNITALY","4399",10,"Nebim Kod: 25K129044","Diğer","",""
5625,"045 TUNITALY","6199",20,"Nebim Kod: 25K129045","Diğer","",""
5626,"046 TUNITALY","3699",10,"Nebim Kod: 25K129046","Diğer","",""
5627,"048 TUNITALY","5399",20,"Nebim Kod: 25K129048","Diğer","",""
5628,"049 TUNITALY","5099",20,"Nebim Kod: 25K129049","Diğer","",""
5629,"050 TUNITALY","4699",30,"Nebim Kod: 25K129050","Diğer","",""
5630,"056 TUNITALY","2899",10,"Nebim Kod: 25K129056","Diğer","",""
5631,"057 TUNITALY","3899",20,"Nebim Kod: 25K129057","Diğer","",""
5632,"058 TUNITALY","3799",30,"Nebim Kod: 25K129058","Diğer","",""
5633,"059 TUNITALY","3799",30,"Nebim Kod: 25K129059","Diğer","",""
5634,"060 TUNITALY","4399",10,"Nebim Kod: 25K129060","Diğer","",""
5635,"1210 MİARTE","1999",40,"Nebim Kod: 25Y0021210","Diğer","",""
5636,"1211 MİARTE","3349",40,"Nebim Kod: 25Y0021211","Diğer","",""
5637,"1213 MİARTE","3449",80,"Nebim Kod: 25Y0021213","Diğer","",""
5638,"1216 MİARTE","1799",40,"Nebim Kod: 25Y0021216","Diğer","",""
5639,"1217 MİARTE","3229",80,"Nebim Kod: 25Y0021217","Diğer","",""
5640,"1219 MİARTE","3249",40,"Nebim Kod: 25Y0021219","Diğer","",""
5641,"1220 MİARTE","1999",40,"Nebim Kod: 25Y0021220","Diğer","",""
5642,"1223 MİARTE","2749",40,"Nebim Kod: 25Y0021223","Diğer","",""
5643,"1227 MİARTE","2749",40,"Nebim Kod: 25Y0021227","Diğer","",""
5644,"1229 MİARTE","2299",40,"Nebim Kod: 25Y0021229","Diğer","",""
5645,"1230 MİARTE","1799",40,"Nebim Kod: 25Y0021230","Diğer","",""
5646,"1234 MİARTE","2499",40,"Nebim Kod: 25Y0021234","Diğer","",""
5647,"1235 MİARTE","3399",40,"Nebim Kod: 25Y0021235","Diğer","",""
5648,"1236 MİARTE","2199",40,"Nebim Kod: 25Y0021236","Diğer","",""
5649,"1238 MİARTE","4099",40,"Nebim Kod: 25Y0021238","Diğer","",""
5650,"1241 MİARTE","3039",40,"Nebim Kod: 25Y0021241","Diğer","",""
5651,"1243 MİARTE","3039",40,"Nebim Kod: 25Y0021243","Diğer","",""
5652,"1244 MİARTE","2999",40,"Nebim Kod: 25Y0021244","Diğer","",""
5653,"1246 MİARTE","3199",40,"Nebim Kod: 25Y0021246","Diğer","",""
5654,"1247 MİARTE","2899",40,"Nebim Kod: 25Y0021247","Diğer","",""
5655,"1248 MİARTE","2569",40,"Nebim Kod: 25Y0021248","Diğer","",""
5656,"1250 MİARTE","1329",40,"Nebim Kod: 25Y0021250","Diğer","",""
5657,"1252 MİARTE","2279",40,"Nebim Kod: 25Y0021252","Diğer","",""
5658,"1258 MİARTE","2399",40,"Nebim Kod: 25Y0021258","Diğer","",""
5659,"1259 MİARTE","1699",80,"Nebim Kod: 25Y0021259","Diğer","",""
5660,"1274 MİARTE","2699",40,"Nebim Kod: 25Y0021274","Diğer","",""
5661,"1278 MİARTE","3799",40,"Nebim Kod: 25Y0021278","Diğer","",""
5662,"3091 MİARTE","4399",40,"Nebim Kod: 25Y0023091","Diğer","",""
5663,"3094 MİARTE","5149",40,"Nebim Kod: 25Y0023094","Diğer","",""
5664,"3096 MİARTE","2999",40,"Nebim Kod: 25Y0023096","Diğer","",""
5665,"3097 MİARTE","3299",40,"Nebim Kod: 25Y0023097","Diğer","",""
5666,"3102 MİARTE","4369",40,"Nebim Kod: 25Y0023102","Diğer","",""
5667,"31080 MİARTE","2189",20,"Nebim Kod: 25Y00231080","Diğer","",""
5668,"31083 MİARTE","1899",40,"Nebim Kod: 25Y00231083","Diğer","",""
5669,"31084 MİARTE","2569",20,"Nebim Kod: 25Y00231084","Diğer","",""
5670,"31085 MİARTE","2279",90,"Nebim Kod: 25Y00231085","Diğer","",""
5671,"31087 MİARTE","3709",20,"Nebim Kod: 25Y00231087","Diğer","",""
5672,"31088 MİARTE","2469",40,"Nebim Kod: 25Y00231088","Diğer","",""
5673,"31095 MİARTE","2499",20,"Nebim Kod: 25Y00231095","Diğer","",""
5674,"31097 MİARTE","2299",20,"Nebim Kod: 25Y00231097","Diğer","",""
5675,"31098 MİARTE","2599",20,"Nebim Kod: 25Y00231098","Diğer","",""
5676,"3111 MİARTE","5399",40,"Nebim Kod: 25Y0023111","Diğer","",""
5677,"3113 MİARTE","4999",40,"Nebim Kod: 25Y0023113","Diğer","",""
5678,"3114 MİARTE","4369",40,"Nebim Kod: 25Y0023114","Diğer","",""
5679,"34075 MİARTE","2089",20,"Nebim Kod: 25Y00234075","Diğer","",""
5680,"34078 MİARTE","3039",20,"Nebim Kod: 25Y00234078","Diğer","",""
5681,"34081 MİARTE","2759",20,"Nebim Kod: 25Y00234081","Diğer","",""
5682,"34082 MİARTE","3499",20,"Nebim Kod: 25Y00234082","Diğer","",""
5683,"34084 MİARTE","3039",20,"Nebim Kod: 25Y00234084","Diğer","",""
5684,"34090 MİARTE","1999",40,"Nebim Kod: 25Y00234090","Diğer","",""
5685,"34091 MİARTE","2279",20,"Nebim Kod: 25Y00234091","Diğer","",""
5686,"34092 MİARTE","2749",20,"Nebim Kod: 25Y00234092","Diğer","",""
5687,"34095 MİARTE","2089",90,"Nebim Kod: 25Y00234095","Diğer","",""
5688,"34096 MİARTE","2759",20,"Nebim Kod: 25Y00234096","Diğer","",""
5689,"34097 MİARTE","2089",40,"Nebim Kod: 25Y00234097","Diğer","",""
5690,"34103 MİARTE","2499",20,"Nebim Kod: 25Y00234103","Diğer","",""
5691,"34107 MİARTE","2399",20,"Nebim Kod: 25Y00234107","Diğer","",""
5692,"3436 MİANOTTE","4899",120,"Nebim Kod: 25Y0023436","Diğer","",""
5693,"3439 MİANOTTE","4199",40,"Nebim Kod: 25Y0023439","Diğer","",""
5694,"3442 MİANOTTE","3899",40,"Nebim Kod: 25Y0023442","Diğer","",""
5695,"3443 MİANOTTE","3899",40,"Nebim Kod: 25Y0023443","Diğer","",""
5696,"37043 MİARTE","4939",20,"Nebim Kod: 25Y00237043","Diğer","",""
5697,"37044 MİARTE","5129",20,"Nebim Kod: 25Y00237044","Diğer","",""
5698,"37047 MİARTE","3699",20,"Nebim Kod: 25Y00237047","Diğer","",""
5699,"37048 MİARTE","4659",20,"Nebim Kod: 25Y00237048","Diğer","",""
5700,"37050 MİARTE","4099",20,"Nebim Kod: 25Y00237050","Diğer","",""
5701,"37056 MİARTE","3499",20,"Nebim Kod: 25Y00237056","Diğer","",""
5702,"5185 MİARTE","3599",40,"Nebim Kod: 25Y0025185","Diğer","",""
5703,"5187 MİARTE","2749",40,"Nebim Kod: 25Y0025187","Diğer","",""
5704,"5189 MİARTE","2749",40,"Nebim Kod: 25Y0025189","Diğer","",""
5705,"5190 MİARTE","2569",80,"Nebim Kod: 25Y0025190","Diğer","",""
5706,"5191 MİARTE","2499",80,"Nebim Kod: 25Y0025191","Diğer","",""
5707,"5192 MİARTE","2649",40,"Nebim Kod: 25Y0025192","Diğer","",""
5708,"5193 MİARTE","2649",40,"Nebim Kod: 25Y0025193","Diğer","",""
5709,"5194 MİARTE","3249",40,"Nebim Kod: 25Y0025194","Diğer","",""
5710,"5195 MİARTE","2649",40,"Nebim Kod: 25Y0025195","Diğer","",""
5711,"5196 MİARTE","1799",40,"Nebim Kod: 25Y0025196","Diğer","",""
5712,"5197 MİARTE","2469",40,"Nebim Kod: 25Y0025197","Diğer","",""
5713,"5202 MİARTE","2699",40,"Nebim Kod: 25Y0025202","Diğer","",""
5714,"5203 MİARTE","2749",40,"Nebim Kod: 25Y0025203","Diğer","",""
5715,"5205 MİARTE","2749",40,"Nebim Kod: 25Y0025205","Diğer","",""
5716,"5207 MİARTE","2599",40,"Nebim Kod: 25Y0025207","Diğer","",""
5717,"5208 MİARTE","2749",40,"Nebim Kod: 25Y0025208","Diğer","",""
5718,"5210 MİARTE","2099",80,"Nebim Kod: 25Y0025210","Diğer","",""
5719,"5211 MİARTE","2599",40,"Nebim Kod: 25Y0025211","Diğer","",""
5720,"5214 MİARTE","2659",40,"Nebim Kod: 25Y0025214","Diğer","",""
5721,"5217 MİARTE","3099",40,"Nebim Kod: 25Y0025217","Diğer","",""
5722,"5221 MİARTE","1809",40,"Nebim Kod: 25Y0025221","Diğer","",""
5723,"5222 MİARTE","3229",40,"Nebim Kod: 25Y0025222","Diğer","",""
5724,"5223 MİARTE","2099",40,"Nebim Kod: 25Y0025223","Diğer","",""
5725,"5224 MİARTE","1799",80,"Nebim Kod: 25Y0025224","Diğer","",""
5726,"5225 MİARTE","2499",40,"Nebim Kod: 25Y0025225","Diğer","",""
5727,"5226 MİARTE","2699",40,"Nebim Kod: 25Y0025226","Diğer","",""
5728,"5228 MİARTE","2299",40,"Nebim Kod: 25Y0025228","Diğer","",""
5729,"5229 MİARTE","2469",80,"Nebim Kod: 25Y0025229","Diğer","",""
5730,"5230 MİARTE","2399",40,"Nebim Kod: 25Y0025230","Diğer","",""
5731,"5232 MİARTE","2469",40,"Nebim Kod: 25Y0025232","Diğer","",""
5732,"5233 MİARTE","2899",40,"Nebim Kod: 25Y0025233","Diğer","",""
5733,"5240 MİARTE","2499",40,"Nebim Kod: 25Y0025240","Diğer","",""
5734,"5246 MİARTE","1999",40,"Nebim Kod: 25Y0025246","Diğer","",""
5735,"5250 MİARTE","2799",40,"Nebim Kod: 25Y0025250","Diğer","",""
5736,"6131 MİANOTTE","3899",120,"Nebim Kod: 25Y0026131","Diğer","",""
5737,"6136 MİANOTTE","4899",40,"Nebim Kod: 25Y0026136","Diğer","",""
5738,"6143 MİANOTTE","3599",40,"Nebim Kod: 25Y0026143","Diğer","",""
5739,"7035 MİARTE","2499",40,"Nebim Kod: 25Y0027035","Diğer","",""
5740,"7036 MİARTE","2299",40,"Nebim Kod: 25Y0027036","Diğer","",""
5741,"7039 MİARTE","2749",40,"Nebim Kod: 25Y0027039","Diğer","",""
5742,"7040 MİARTE","3249",40,"Nebim Kod: 25Y0027040","Diğer","",""
5743,"7041 MİARTE","3399",40,"Nebim Kod: 25Y0027041","Diğer","",""
5744,"7042 MİARTE","2699",80,"Nebim Kod: 25Y0027042","Diğer","",""
5745,"8112 MİARTE","4649",40,"Nebim Kod: 25Y0028112","Diğer","",""
5746,"8114 MİARTE","4199",40,"Nebim Kod: 25Y0028114","Diğer","",""
5747,"8116 MİARTE","4649",80,"Nebim Kod: 25Y0028116","Diğer","",""
5748,"8118 MİARTE","4199",40,"Nebim Kod: 25Y0028118","Diğer","",""
5749,"8119 MİARTE","4549",40,"Nebim Kod: 25Y0028119","Diğer","",""
5750,"8120 MİARTE","5149",40,"Nebim Kod: 25Y0028120","Diğer","",""
5751,"8122 MİARTE","3699",40,"Nebim Kod: 25Y0028122","Diğer","",""
5752,"8123 MİARTE","3419",40,"Nebim Kod: 25Y0028123","Diğer","",""
5753,"8125 MİARTE","4399",40,"Nebim Kod: 25Y0028125","Diğer","",""
5754,"8126 MİARTE","4199",40,"Nebim Kod: 25Y0028126","Diğer","",""
5755,"8127 MİARTE","4659",40,"Nebim Kod: 25Y0028127","Diğer","",""
5756,"8129 MİARTE","3449",40,"Nebim Kod: 25Y0028129","Diğer","",""
5757,"8130 MİARTE","3699",40,"Nebim Kod: 25Y0028130","Diğer","",""
5758,"8131 MİARTE","3699",40,"Nebim Kod: 25Y0028131","Diğer","",""
5759,"8132 MİARTE","3419",40,"Nebim Kod: 25Y0028132","Diğer","",""
5760,"8134 MİARTE","3989",80,"Nebim Kod: 25Y0028134","Diğer","",""
5761,"8135 MİARTE","3999",80,"Nebim Kod: 25Y0028135","Diğer","",""
5762,"8136 MİARTE","3599",40,"Nebim Kod: 25Y0028136","Diğer","",""
5763,"8137 MİARTE","4799",40,"Nebim Kod: 25Y0028137","Diğer","",""
5764,"8138 MİARTE","3709",40,"Nebim Kod: 25Y0028138","Diğer","",""
5765,"8139 MİARTE","2499",40,"Nebim Kod: 25Y0028139","Diğer","",""
5766,"8142 MİARTE","2899",80,"Nebim Kod: 25Y0028142","Diğer","",""
5767,"9540 MİARTE","4659",120,"Nebim Kod: 25Y0029540","Diğer","",""
5768,"9543 MİARTE","4499",40,"Nebim Kod: 25Y0029543","Diğer","",""
5769,"9941 MİANOTTE","5899",40,"Nebim Kod: 25Y0029941","Diğer","",""
5770,"2008 ODRELLA","3399",60,"Nebim Kod: 25Y0042008","Diğer","",""
5771,"2014 ODRELLA","3749",150,"Nebim Kod: 25Y0042014","Diğer","",""
5772,"2021 ODRELLA","3399",120,"Nebim Kod: 25Y0042021","Diğer","",""
5773,"2048 ODRELLA","3749",90,"Nebim Kod: 25Y0042048","Diğer","",""
5774,"23239 ODRELLA","7399",170,"Nebim Kod: 25Y00423239","Diğer","",""
5775,"24004 ODRELLA","7499",60,"Nebim Kod: 25Y00424004","Diğer","",""
5776,"24025 ODRELLA","7399",150,"Nebim Kod: 25Y00424025","Diğer","",""
5777,"24059 ODRELLA","5699",100,"Nebim Kod: 25Y00424059","Diğer","",""
5778,"24092 ODRELLA","4399",90,"Nebim Kod: 25Y00424092","Diğer","",""
5779,"24134 ODRELLA","7999",40,"Nebim Kod: 25Y00424134","Diğer","",""
5780,"24150 ODRELLA","6099",200,"Nebim Kod: 25Y00424150","Diğer","",""
5781,"24191 ODRELLA","8399",60,"Nebim Kod: 25Y00424191","Diğer","",""
5782,"24258 ODRELLA","8799",60,"Nebim Kod: 25Y00424258","Diğer","",""
5783,"24265 ODRELLA","8799",60,"Nebim Kod: 25Y00424265","Diğer","",""
5784,"24288 ODRELLA","11549",80,"Nebim Kod: 25Y00424288","Diğer","",""
5785,"24305 ODRELLA","11099",150,"Nebim Kod: 25Y00424305","Diğer","",""
5786,"24306 ODRELLA","11499",130,"Nebim Kod: 25Y00424306","Diğer","",""
5787,"24317 ODRELLA","9999",90,"Nebim Kod: 25Y00424317","Diğer","",""
5788,"25028 ODRELLA","8499",60,"Nebim Kod: 25Y00425028","Diğer","",""
5789,"25047 ODRELLA","9399",90,"Nebim Kod: 25Y00425047","Diğer","",""
5790,"25069 ODRELLA","6499",90,"Nebim Kod: 25Y00425069","Diğer","",""
5791,"25173 ODRELLA","4749",100,"Nebim Kod: 25Y00425173","Diğer","",""
5792,"25174 ODRELLA","5999",150,"Nebim Kod: 25Y00425174","Diğer","",""
5793,"25178 ODRELLA","11699",90,"Nebim Kod: 25Y00425178","Diğer","",""
5794,"25189 ODRELLA","5999",60,"Nebim Kod: 25Y00425189","Diğer","",""
5795,"25195 ODRELLA","5999",90,"Nebim Kod: 25Y00425195","Diğer","",""
5796,"25231 ODRELLA","13199",30,"Nebim Kod: 25Y00425231","Diğer","",""
5797,"25245 ODRELLA","15449",30,"Nebim Kod: 25Y00425245","Diğer","",""
5798,"25254 ODRELLA","13199",60,"Nebim Kod: 25Y00425254","Diğer","",""
5799,"401 ODRELLA","1650",20,"Nebim Kod: 25Y004401","Diğer","",""
5800,"404 ODRELLA","3999",20,"Nebim Kod: 25Y004404","Diğer","",""
5801,"7342 ODRELLA","8299",60,"Nebim Kod: 25Y0047342","Diğer","",""
5802,"7361 ODRELLA","5399",60,"Nebim Kod: 25Y0047361","Diğer","",""
5803,"7402 ODRELLA","6149",30,"Nebim Kod: 25Y0047402","Diğer","",""
5804,"7453 ODRELLA","6999",60,"Nebim Kod: 25Y0047453","Diğer","",""
5805,"7486 ODRELLA","7499",50,"Nebim Kod: 25Y0047486","Diğer","",""
5806,"7505 ODRELLA","6099",60,"Nebim Kod: 25Y0047505","Diğer","",""
5807,"7507 ODRELLA","7899",100,"Nebim Kod: 25Y0047507","Diğer","",""
5808,"7543 ODRELLA","6899",100,"Nebim Kod: 25Y0047543","Diğer","",""
5809,"7550 ODRELLA","8799",80,"Nebim Kod: 25Y0047550","Diğer","",""
5810,"7551 ODRELLA","7899",60,"Nebim Kod: 25Y0047551","Diğer","",""
5811,"7572 ODRELLA","7899",30,"Nebim Kod: 25Y0047572","Diğer","",""
5812,"7619 ODRELLA","12499",50,"Nebim Kod: 25Y0047619","Diğer","",""
5813,"7628 ODRELLA","10499",100,"Nebim Kod: 25Y0047628","Diğer","",""
5814,"7630 ODRELLA","9599",40,"Nebim Kod: 25Y0047630","Diğer","",""
5815,"7637 ODRELLA","12499",80,"Nebim Kod: 25Y0047637","Diğer","",""
5816,"7639 ODRELLA","8399",100,"Nebim Kod: 25Y0047639","Diğer","",""
5817,"7648 ODRELLA","6299",90,"Nebim Kod: 25Y0047648","Diğer","",""
5818,"7649 ODRELLA","4999",90,"Nebim Kod: 25Y0047649","Diğer","",""
5819,"7664 ODRELLA","8399",80,"Nebim Kod: 25Y0047664","Diğer","",""
5820,"7668 ODRELLA","8999",100,"Nebim Kod: 25Y0047668","Diğer","",""
5821,"7671 ODRELLA","6999",60,"Nebim Kod: 25Y0047671","Diğer","",""
5822,"7672 ODRELLA","8999",150,"Nebim Kod: 25Y0047672","Diğer","",""
5823,"7677 ODRELLA","9599",80,"Nebim Kod: 25Y0047677","Diğer","",""
5824,"7678 ODRELLA","8999",150,"Nebim Kod: 25Y0047678","Diğer","",""
5825,"7688 ODRELLA","9599",150,"Nebim Kod: 25Y0047688","Diğer","",""
5826,"7690 ODRELLA","6599",30,"Nebim Kod: 25Y0047690","Diğer","",""
5827,"7691 ODRELLA","6599",30,"Nebim Kod: 25Y0047691","Diğer","",""
5828,"7693 ODRELLA","9599",80,"Nebim Kod: 25Y0047693","Diğer","",""
5829,"7710 ODRELLA","7999",120,"Nebim Kod: 25Y0047710","Diğer","",""
5830,"7715 ODRELLA","10499",100,"Nebim Kod: 25Y0047715","Diğer","",""
5831,"7730 ODRELLA","5299",30,"Nebim Kod: 25Y0047730","Diğer","",""
5832,"7731 ODRELLA","4899",60,"Nebim Kod: 25Y0047731","Diğer","",""
5833,"7734 ODRELLA","6999",180,"Nebim Kod: 25Y0047734","Diğer","",""
5834,"7739 ODRELLA","6599",100,"Nebim Kod: 25Y0047739","Diğer","",""
5835,"7744 ODRELLA","4399",30,"Nebim Kod: 25Y0047744","Diğer","",""
5836,"7746 ODRELLA","5749",30,"Nebim Kod: 25Y0047746","Diğer","",""
5837,"7756 ODRELLA","6099",60,"Nebim Kod: 25Y0047756","Diğer","",""
5838,"7759 ODRELLA","8999",100,"Nebim Kod: 25Y0047759","Diğer","",""
5839,"7761 ODRELLA","7999",180,"Nebim Kod: 25Y0047761","Diğer","",""
5840,"7766 ODRELLA","8399",100,"Nebim Kod: 25Y0047766","Diğer","",""
5841,"7768 ODRELLA","7999",60,"Nebim Kod: 25Y0047768","Diğer","",""
5842,"7770 ODRELLA","8999",150,"Nebim Kod: 25Y0047770","Diğer","",""
5843,"7776 ODRELLA","8399",150,"Nebim Kod: 25Y0047776","Diğer","",""
5844,"7779 ODRELLA","12149",50,"Nebim Kod: 25Y0047779","Diğer","",""
5845,"7786 ODRELLA","7949",150,"Nebim Kod: 25Y0047786","Diğer","",""
5846,"7791 ODRELLA","7499",60,"Nebim Kod: 25Y0047791","Diğer","",""
5847,"7795 ODRELLA","10499",100,"Nebim Kod: 25Y0047795","Diğer","",""
5848,"7796 ODRELLA","9449",50,"Nebim Kod: 25Y0047796","Diğer","",""
5849,"7800 ODRELLA","12499",60,"Nebim Kod: 25Y0047800","Diğer","",""
5850,"7806 ODRELLA","10499",70,"Nebim Kod: 25Y0047806","Diğer","",""
5851,"7808 ODRELLA","8499",60,"Nebim Kod: 25Y0047808","Diğer","",""
5852,"7814 ODRELLA","6899",60,"Nebim Kod: 25Y0047814","Diğer","",""
5853,"7816 ODRELLA","5499",30,"Nebim Kod: 25Y0047816","Diğer","",""
5854,"7821 ODRELLA","12499",90,"Nebim Kod: 25Y0047821","Diğer","",""
5855,"7822 ODRELLA","8499",130,"Nebim Kod: 25Y0047822","Diğer","",""
5856,"7828 ODRELLA","11249",100,"Nebim Kod: 25Y0047828","Diğer","",""
5857,"7834 ODRELLA","9999",60,"Nebim Kod: 25Y0047834","Diğer","",""
5858,"7852 ODRELLA","9299",90,"Nebim Kod: 25Y0047852","Diğer","",""
5859,"7853 ODRELLA","9999",30,"Nebim Kod: 25Y0047853","Diğer","",""
5860,"7860 ODRELLA","8999",80,"Nebim Kod: 25Y0047860","Diğer","",""
5861,"7868 ODRELLA","8099",90,"Nebim Kod: 25Y0047868","Diğer","",""
5862,"7882 ODRELLA","8199",110,"Nebim Kod: 25Y0047882","Diğer","",""
5863,"7893 ODRELLA","7499",60,"Nebim Kod: 25Y0047893","Diğer","",""
5864,"7895 ODRELLA","12999",30,"Nebim Kod: 25Y0047895","Diğer","",""
5865,"7896 ODRELLA","12899",30,"Nebim Kod: 25Y0047896","Diğer","",""
5866,"7908 ODRELLA","12999",30,"Nebim Kod: 25Y0047908","Diğer","",""
5867,"7913 ODRELLA","8999",150,"Nebim Kod: 25Y0047913","Diğer","",""
5868,"7919 ODRELLA","12999",50,"Nebim Kod: 25Y0047919","Diğer","",""
5869,"7925 ODRELLA","7199",130,"Nebim Kod: 25Y0047925","Diğer","",""
5870,"7930 ODRELLA","6599",100,"Nebim Kod: 25Y0047930","Diğer","",""
5871,"7937 ODRELLA","6999",30,"Nebim Kod: 25Y0047937","Diğer","",""
5872,"7938 ODRELLA","8199",90,"Nebim Kod: 25Y0047938","Diğer","",""
5873,"7946 ODRELLA","8199",90,"Nebim Kod: 25Y0047946","Diğer","",""
5874,"7972 ODRELLA","12999",60,"Nebim Kod: 25Y0047972","Diğer","",""
5875,"7994 ODRELLA","8499",50,"Nebim Kod: 25Y0047994","Diğer","",""
5876,"8006 ODRELLA","8999",90,"Nebim Kod: 25Y0048006","Diğer","",""
5877,"8012 ODRELLA","8999",100,"Nebim Kod: 25Y0048012","Diğer","",""
5878,"8111 ODRELLA","22000",30,"Nebim Kod: 25Y0048111","Diğer","",""
5879,"8113 ODRELLA","13400",60,"Nebim Kod: 25Y0048113","Diğer","",""
5880,"8114 ODRELLA","15800",60,"Nebim Kod: 25Y0048114","Diğer","",""
5881,"8117 ODRELLA","22000",60,"Nebim Kod: 25Y0048117","Diğer","",""
5882,"8122 ODRELLA","15200",60,"Nebim Kod: 25Y0048122","Diğer","",""
5883,"8123 ODRELLA","15200",60,"Nebim Kod: 25Y0048123","Diğer","",""
5884,"8128 ODRELLA","15200",120,"Nebim Kod: 25Y0048128","Diğer","",""
5885,"8131 ODRELLA","11999",100,"Nebim Kod: 25Y0048131","Diğer","",""
5886,"8143 ODRELLA","16800",120,"Nebim Kod: 25Y0048143","Diğer","",""
5887,"8145 ODRELLA","17400",120,"Nebim Kod: 25Y0048145","Diğer","",""
5888,"8148 ODRELLA","15800",60,"Nebim Kod: 25Y0048148","Diğer","",""
5889,"8150 ODRELLA","15800",90,"Nebim Kod: 25Y0048150","Diğer","",""
5890,"56865 MAXRA GOVANA","10999",40,"Nebim Kod: 25Y00656865","Diğer","",""
5891,"57011 MAXRA GOVANA","8299",120,"Nebim Kod: 25Y00657011","Diğer","",""
5892,"57456 MAXRA GOVANA","13799",30,"Nebim Kod: 25Y00657456","Diğer","",""
5893,"57500 MAXRA GOVANA","12799",50,"Nebim Kod: 25Y00657500","Diğer","",""
5894,"57562 MAXRA GOVANA","12799",80,"Nebim Kod: 25Y00657562","Diğer","",""
5895,"57596 MAXRA GOVANA","14099",80,"Nebim Kod: 25Y00657596","Diğer","",""
5896,"57616 MAXRA GOVANA","10999",120,"Nebim Kod: 25Y00657616","Diğer","",""
5897,"0694 FOR COSTUME","7399",30,"Nebim Kod: 25Y0090694","Diğer","",""
5898,"0699 FOR COSTUME","8799",80,"Nebim Kod: 25Y0090699","Diğer","",""
5899,"0720 FOR COSTUME","7899",60,"Nebim Kod: 25Y0090720","Diğer","",""
5900,"0751 FOR COSTUME","8799",60,"Nebim Kod: 25Y0090751","Diğer","",""
5901,"0759 FOR COSTUME","6999",240,"Nebim Kod: 25Y0090759","Diğer","",""
5902,"0766 FOR COSTUME","9999",30,"Nebim Kod: 25Y0090766","Diğer","",""
5903,"0782 FOR COSTUME","9599",30,"Nebim Kod: 25Y0090782","Diğer","",""
5904,"0783 FOR COSTUME","10999",150,"Nebim Kod: 25Y0090783","Diğer","",""
5905,"0826 FOR COSTUME","13499",60,"Nebim Kod: 25Y0090826","Diğer","",""
5906,"10017 FOR COSTUME","11999",80,"Nebim Kod: 25Y00910017","Diğer","",""
5907,"10032 FOR COSTUME","9999",200,"Nebim Kod: 25Y00910032","Diğer","",""
5908,"10035 FOR COSTUME","13999",80,"Nebim Kod: 25Y00910035","Diğer","",""
5909,"10062 FOR COSTUME","8799",60,"Nebim Kod: 25Y00910062","Diğer","",""
5910,"10077 FOR COSTUME","10299",140,"Nebim Kod: 25Y00910077","Diğer","",""
5911,"10079 FOR COSTUME","13499",180,"Nebim Kod: 25Y00910079","Diğer","",""
5912,"10084 FOR COSTUME","8799",80,"Nebim Kod: 25Y00910084","Diğer","",""
5913,"10086 FOR COSTUME","10299",80,"Nebim Kod: 25Y00910086","Diğer","",""
5914,"10094 FOR COSTUME","10499",80,"Nebim Kod: 25Y00910094","Diğer","",""
5915,"10096 FOR COSTUME","9799",80,"Nebim Kod: 25Y00910096","Diğer","",""
5916,"10102 FOR COSTUME","10299",80,"Nebim Kod: 25Y00910102","Diğer","",""
5917,"10109 FOR COSTUME","9299",80,"Nebim Kod: 25Y00910109","Diğer","",""
5918,"10110 FOR COSTUME","10299",120,"Nebim Kod: 25Y00910110","Diğer","",""
5919,"10113 FOR COSTUME","9299",30,"Nebim Kod: 25Y00910113","Diğer","",""
5920,"10116 FOR COSTUME","13499",90,"Nebim Kod: 25Y00910116","Diğer","",""
5921,"10132 FOR COSTUME","13299",80,"Nebim Kod: 25Y00910132","Diğer","",""
5922,"10145 FOR COSTUME","12299",120,"Nebim Kod: 25Y00910145","Diğer","",""
5923,"10182 FOR COSTUME","10299",120,"Nebim Kod: 25Y00910182","Diğer","",""
5924,"10394 FOR COSTUME","10299",60,"Nebim Kod: 25Y00910394","Diğer","",""
5925,"10395 FOR COSTUME","9799",80,"Nebim Kod: 25Y00910395","Diğer","",""
5926,"8691 FOR COSTUME","9899",60,"Nebim Kod: 25Y0098691","Diğer","",""
5927,"8855 FOR COSTUME","12599",120,"Nebim Kod: 25Y0098855","Diğer","",""
5928,"8962 FOR COSTUME","15599",120,"Nebim Kod: 25Y0098962","Diğer","",""
5929,"9081 FOR COSTUME","8249",80,"Nebim Kod: 25Y0099081","Diğer","",""
5930,"9100 FOR COSTUME","5999",40,"Nebim Kod: 25Y0099100","Diğer","",""
5931,"9218 FOR COSTUME","8899",120,"Nebim Kod: 25Y0099218","Diğer","",""
5932,"9240 FOR COSTUME","8799",60,"Nebim Kod: 25Y0099240","Diğer","",""
5933,"9257 FOR COSTUME","6799",60,"Nebim Kod: 25Y0099257","Diğer","",""
5934,"9291 FOR COSTUME","7799",300,"Nebim Kod: 25Y0099291","Diğer","",""
5935,"9315 FOR COSTUME","12999",80,"Nebim Kod: 25Y0099315","Diğer","",""
